GEOID,YEAR,house_value
"Census Tract 5206, Cook County, Illinois!!Estimate",2017,120900
"Census Tract 5301, Cook County, Illinois!!Estimate",2017,83800
"Census Tract 5302, Cook County, Illinois!!Estimate",2017,88600
"Census Tract 5303, Cook County, Illinois!!Estimate",2017,112400
"Census Tract 5304, Cook County, Illinois!!Estimate",2017,117800
"Census Tract 5305.01, Cook County, Illinois!!Estimate",2017,100200
"Census Tract 5305.02, Cook County, Illinois!!Estimate",2017,109900
"Census Tract 5305.03, Cook County, Illinois!!Estimate",2017,112100
"Census Tract 5306, Cook County, Illinois!!Estimate",2017,114800
"Census Tract 5401.01, Cook County, Illinois!!Estimate",2017,49600
"Census Tract 5401.02, Cook County, Illinois!!Estimate",2017,58100
"Census Tract 5501, Cook County, Illinois!!Estimate",2017,126000
"Census Tract 5502, Cook County, Illinois!!Estimate",2017,137300
"Census Tract 5601, Cook County, Illinois!!Estimate",2017,156300
"Census Tract 5602, Cook County, Illinois!!Estimate",2017,149000
"Census Tract 5603, Cook County, Illinois!!Estimate",2017,172900
"Census Tract 5604, Cook County, Illinois!!Estimate",2017,167200
"Census Tract 5607, Cook County, Illinois!!Estimate",2017,199400
"Census Tract 5608, Cook County, Illinois!!Estimate",2017,194900
"Census Tract 5609, Cook County, Illinois!!Estimate",2017,230400
"Census Tract 5610, Cook County, Illinois!!Estimate",2017,237600
"Census Tract 5611, Cook County, Illinois!!Estimate",2017,204600
"Census Tract 5701, Cook County, Illinois!!Estimate",2017,169800
"Census Tract 5702, Cook County, Illinois!!Estimate",2017,186300
"Census Tract 5703, Cook County, Illinois!!Estimate",2017,172600
"Census Tract 5704, Cook County, Illinois!!Estimate",2017,178700
"Census Tract 5705, Cook County, Illinois!!Estimate",2017,191100
"Census Tract 5801, Cook County, Illinois!!Estimate",2017,220700
"Census Tract 5802, Cook County, Illinois!!Estimate",2017,162700
"Census Tract 5803, Cook County, Illinois!!Estimate",2017,170100
"Census Tract 5804, Cook County, Illinois!!Estimate",2017,203000
"Census Tract 5805.01, Cook County, Illinois!!Estimate",2017,149000
"Census Tract 5805.02, Cook County, Illinois!!Estimate",2017,146900
"Census Tract 5806, Cook County, Illinois!!Estimate",2017,174400
"Census Tract 5807, Cook County, Illinois!!Estimate",2017,156900
"Census Tract 5808, Cook County, Illinois!!Estimate",2017,154200
"Census Tract 5905, Cook County, Illinois!!Estimate",2017,253800
"Census Tract 5906, Cook County, Illinois!!Estimate",2017,171300
"Census Tract 5907, Cook County, Illinois!!Estimate",2017,214900
"Census Tract 6004, Cook County, Illinois!!Estimate",2017,301700
"Census Tract 6006, Cook County, Illinois!!Estimate",2017,231500
"Census Tract 6007, Cook County, Illinois!!Estimate",2017,290700
"Census Tract 6009, Cook County, Illinois!!Estimate",2017,228800
"Census Tract 6103, Cook County, Illinois!!Estimate",2017,142200
"Census Tract 6104, Cook County, Illinois!!Estimate",2017,133100
"Census Tract 6108, Cook County, Illinois!!Estimate",2017,172000
"Census Tract 6110, Cook County, Illinois!!Estimate",2017,54100
"Census Tract 6111, Cook County, Illinois!!Estimate",2017,111400
"Census Tract 6112, Cook County, Illinois!!Estimate",2017,64500
"Census Tract 6113, Cook County, Illinois!!Estimate",2017,95600
"Census Tract 6114, Cook County, Illinois!!Estimate",2017,125700
"Census Tract 6115, Cook County, Illinois!!Estimate",2017,104700
"Census Tract 6116, Cook County, Illinois!!Estimate",2017,85800
"Census Tract 6117, Cook County, Illinois!!Estimate",2017,87800
"Census Tract 6118, Cook County, Illinois!!Estimate",2017,113000
"Census Tract 6119, Cook County, Illinois!!Estimate",2017,155800
"Census Tract 6120, Cook County, Illinois!!Estimate",2017,120900
"Census Tract 6121, Cook County, Illinois!!Estimate",2017,111700
"Census Tract 6201, Cook County, Illinois!!Estimate",2017,170300
"Census Tract 6202, Cook County, Illinois!!Estimate",2017,163100
"Census Tract 6203, Cook County, Illinois!!Estimate",2017,169600
"Census Tract 6204, Cook County, Illinois!!Estimate",2017,162400
"Census Tract 6301, Cook County, Illinois!!Estimate",2017,133000
"Census Tract 6302, Cook County, Illinois!!Estimate",2017,153200
"Census Tract 6303, Cook County, Illinois!!Estimate",2017,141500
"Census Tract 6304, Cook County, Illinois!!Estimate",2017,138200
"Census Tract 6305, Cook County, Illinois!!Estimate",2017,124800
"Census Tract 6308, Cook County, Illinois!!Estimate",2017,118800
"Census Tract 6309, Cook County, Illinois!!Estimate",2017,162400
"Census Tract 6401, Cook County, Illinois!!Estimate",2017,182900
"Census Tract 6403, Cook County, Illinois!!Estimate",2017,207800
"Census Tract 6404, Cook County, Illinois!!Estimate",2017,193700
"Census Tract 6405, Cook County, Illinois!!Estimate",2017,184700
"Census Tract 6406, Cook County, Illinois!!Estimate",2017,190600
"Census Tract 6407, Cook County, Illinois!!Estimate",2017,166700
"Census Tract 6408, Cook County, Illinois!!Estimate",2017,194100
"Census Tract 6501, Cook County, Illinois!!Estimate",2017,152900
"Census Tract 6502, Cook County, Illinois!!Estimate",2017,167300
"Census Tract 6503.01, Cook County, Illinois!!Estimate",2017,185700
"Census Tract 6503.02, Cook County, Illinois!!Estimate",2017,156700
"Census Tract 6504, Cook County, Illinois!!Estimate",2017,159500
"Census Tract 6505, Cook County, Illinois!!Estimate",2017,165700
"Census Tract 6603.01, Cook County, Illinois!!Estimate",2017,159200
"Census Tract 6603.02, Cook County, Illinois!!Estimate",2017,127200
"Census Tract 6604, Cook County, Illinois!!Estimate",2017,134500
"Census Tract 6605, Cook County, Illinois!!Estimate",2017,152200
"Census Tract 6606, Cook County, Illinois!!Estimate",2017,114700
"Census Tract 6607, Cook County, Illinois!!Estimate",2017,93400
"Census Tract 6608, Cook County, Illinois!!Estimate",2017,130500
"Census Tract 6609, Cook County, Illinois!!Estimate",2017,120200
"Census Tract 6610, Cook County, Illinois!!Estimate",2017,114600
"Census Tract 6611, Cook County, Illinois!!Estimate",2017,134700
"Census Tract 6701, Cook County, Illinois!!Estimate",2017,129900
"Census Tract 6702, Cook County, Illinois!!Estimate",2017,113600
"Census Tract 6703, Cook County, Illinois!!Estimate",2017,74700
"Census Tract 6704, Cook County, Illinois!!Estimate",2017,128600
"Census Tract 6705, Cook County, Illinois!!Estimate",2017,77300
"Census Tract 6706, Cook County, Illinois!!Estimate",2017,81400
"Census Tract 6707, Cook County, Illinois!!Estimate",2017,93800
"Census Tract 6708, Cook County, Illinois!!Estimate",2017,110200
"Census Tract 6709, Cook County, Illinois!!Estimate",2017,77000
"Census Tract 6711, Cook County, Illinois!!Estimate",2017,63300
"Census Tract 6712, Cook County, Illinois!!Estimate",2017,115200
"Census Tract 6713, Cook County, Illinois!!Estimate",2017,84500
"Census Tract 6714, Cook County, Illinois!!Estimate",2017,82800
"Census Tract 6715, Cook County, Illinois!!Estimate",2017,76300
"Census Tract 6716, Cook County, Illinois!!Estimate",2017,106300
"Census Tract 6718, Cook County, Illinois!!Estimate",2017,93400
"Census Tract 6719, Cook County, Illinois!!Estimate",2017,89000
"Census Tract 6720, Cook County, Illinois!!Estimate",2017,116300
"Census Tract 6805, Cook County, Illinois!!Estimate",2017,107400
"Census Tract 6806, Cook County, Illinois!!Estimate",2017,102800
"Census Tract 6809, Cook County, Illinois!!Estimate",2017,161500
"Census Tract 6810, Cook County, Illinois!!Estimate",2017,120200
"Census Tract 6811, Cook County, Illinois!!Estimate",2017,89900
"Census Tract 6812, Cook County, Illinois!!Estimate",2017,101900
"Census Tract 6813, Cook County, Illinois!!Estimate",2017,101600
"Census Tract 6814, Cook County, Illinois!!Estimate",2017,84900
"Census Tract 6904, Cook County, Illinois!!Estimate",2017,155800
"Census Tract 6905, Cook County, Illinois!!Estimate",2017,112900
"Census Tract 6909, Cook County, Illinois!!Estimate",2017,146600
"Census Tract 6910, Cook County, Illinois!!Estimate",2017,151400
"Census Tract 6911, Cook County, Illinois!!Estimate",2017,157400
"Census Tract 6912, Cook County, Illinois!!Estimate",2017,111900
"Census Tract 6913, Cook County, Illinois!!Estimate",2017,119900
"Census Tract 6914, Cook County, Illinois!!Estimate",2017,153600
"Census Tract 6915, Cook County, Illinois!!Estimate",2017,98500
"Census Tract 7001, Cook County, Illinois!!Estimate",2017,153700
"Census Tract 7002, Cook County, Illinois!!Estimate",2017,155100
"Census Tract 7003.01, Cook County, Illinois!!Estimate",2017,169400
"Census Tract 7003.02, Cook County, Illinois!!Estimate",2017,207800
"Census Tract 7004.01, Cook County, Illinois!!Estimate",2017,142200
"Census Tract 7004.02, Cook County, Illinois!!Estimate",2017,145600
"Census Tract 7005.01, Cook County, Illinois!!Estimate",2017,160100
"Census Tract 7005.02, Cook County, Illinois!!Estimate",2017,173500
"Census Tract 7101, Cook County, Illinois!!Estimate",2017,113500
"Census Tract 7102, Cook County, Illinois!!Estimate",2017,118000
"Census Tract 7103, Cook County, Illinois!!Estimate",2017,114900
"Census Tract 7104, Cook County, Illinois!!Estimate",2017,119800
"Census Tract 7105, Cook County, Illinois!!Estimate",2017,119200
"Census Tract 7106, Cook County, Illinois!!Estimate",2017,103800
"Census Tract 7107, Cook County, Illinois!!Estimate",2017,126300
"Census Tract 7108, Cook County, Illinois!!Estimate",2017,153400
"Census Tract 7109, Cook County, Illinois!!Estimate",2017,135900
"Census Tract 7110, Cook County, Illinois!!Estimate",2017,126500
"Census Tract 7111, Cook County, Illinois!!Estimate",2017,153400
"Census Tract 7112, Cook County, Illinois!!Estimate",2017,151300
"Census Tract 7113, Cook County, Illinois!!Estimate",2017,139900
"Census Tract 7114, Cook County, Illinois!!Estimate",2017,131100
"Census Tract 7115, Cook County, Illinois!!Estimate",2017,136300
"Census Tract 7201, Cook County, Illinois!!Estimate",2017,386600
"Census Tract 7202, Cook County, Illinois!!Estimate",2017,254000
"Census Tract 7203, Cook County, Illinois!!Estimate",2017,352600
"Census Tract 7204, Cook County, Illinois!!Estimate",2017,241900
"Census Tract 7205, Cook County, Illinois!!Estimate",2017,264400
"Census Tract 7206, Cook County, Illinois!!Estimate",2017,360300
"Census Tract 7207, Cook County, Illinois!!Estimate",2017,263400
"Census Tract 7301, Cook County, Illinois!!Estimate",2017,119500
"Census Tract 7302.01, Cook County, Illinois!!Estimate",2017,144100
"Census Tract 7302.02, Cook County, Illinois!!Estimate",2017,155100
"Census Tract 7303, Cook County, Illinois!!Estimate",2017,146900
"Census Tract 7304, Cook County, Illinois!!Estimate",2017,150400
"Census Tract 7305, Cook County, Illinois!!Estimate",2017,121800
"Census Tract 7306, Cook County, Illinois!!Estimate",2017,128700
"Census Tract 7307, Cook County, Illinois!!Estimate",2017,124700
"Census Tract 7401, Cook County, Illinois!!Estimate",2017,220300
"Census Tract 7402, Cook County, Illinois!!Estimate",2017,239200
"Census Tract 7403, Cook County, Illinois!!Estimate",2017,246600
"Census Tract 7404, Cook County, Illinois!!Estimate",2017,232900
"Census Tract 7501, Cook County, Illinois!!Estimate",2017,140400
"Census Tract 7502, Cook County, Illinois!!Estimate",2017,234500
"Census Tract 7503, Cook County, Illinois!!Estimate",2017,279300
"Census Tract 7504, Cook County, Illinois!!Estimate",2017,228300
"Census Tract 7505, Cook County, Illinois!!Estimate",2017,214100
"Census Tract 7506, Cook County, Illinois!!Estimate",2017,121400
"Census Tract 7608.01, Cook County, Illinois!!Estimate",2017,123900
"Census Tract 7608.02, Cook County, Illinois!!Estimate",2017,280400
"Census Tract 7608.03, Cook County, Illinois!!Estimate",2017,138300
"Census Tract 7702.01, Cook County, Illinois!!Estimate",2017,269700
"Census Tract 7702.02, Cook County, Illinois!!Estimate",2017,229100
"Census Tract 7703, Cook County, Illinois!!Estimate",2017,221800
"Census Tract 7704, Cook County, Illinois!!Estimate",2017,220600
"Census Tract 7705, Cook County, Illinois!!Estimate",2017,27200
"Census Tract 7706.01, Cook County, Illinois!!Estimate",2017,252600
"Census Tract 7706.02, Cook County, Illinois!!Estimate",2017,246600
"Census Tract 7707, Cook County, Illinois!!Estimate",2017,340800
"Census Tract 7708, Cook County, Illinois!!Estimate",2017,177100
"Census Tract 7709.01, Cook County, Illinois!!Estimate",2017,260500
"Census Tract 7709.02, Cook County, Illinois!!Estimate",2017,278400
"Census Tract 8001, Cook County, Illinois!!Estimate",2017,1534500
"Census Tract 8002, Cook County, Illinois!!Estimate",2017,848100
"Census Tract 8003, Cook County, Illinois!!Estimate",2017,1020200
"Census Tract 8004, Cook County, Illinois!!Estimate",2017,1123600
"Census Tract 8005, Cook County, Illinois!!Estimate",2017,967800
"Census Tract 8006, Cook County, Illinois!!Estimate",2017,1075500
"Census Tract 8007, Cook County, Illinois!!Estimate",2017,849700
"Census Tract 8008, Cook County, Illinois!!Estimate",2017,433300
"Census Tract 8009, Cook County, Illinois!!Estimate",2017,399000
"Census Tract 8010, Cook County, Illinois!!Estimate",2017,576900
"Census Tract 8011, Cook County, Illinois!!Estimate",2017,686700
"Census Tract 8012, Cook County, Illinois!!Estimate",2017,911700
"Census Tract 8013, Cook County, Illinois!!Estimate",2017,802100
"Census Tract 8014, Cook County, Illinois!!Estimate",2017,502300
"Census Tract 8015, Cook County, Illinois!!Estimate",2017,454700
"Census Tract 8016.01, Cook County, Illinois!!Estimate",2017,529100
"Census Tract 8016.03, Cook County, Illinois!!Estimate",2017,360200
"Census Tract 8016.05, Cook County, Illinois!!Estimate",2017,528300
"Census Tract 8016.06, Cook County, Illinois!!Estimate",2017,488200
"Census Tract 8016.07, Cook County, Illinois!!Estimate",2017,527600
"Census Tract 8016.08, Cook County, Illinois!!Estimate",2017,491800
"Census Tract 8017.01, Cook County, Illinois!!Estimate",2017,638700
"Census Tract 8017.02, Cook County, Illinois!!Estimate",2017,470900
"Census Tract 8018, Cook County, Illinois!!Estimate",2017,603100
"Census Tract 8019.01, Cook County, Illinois!!Estimate",2017,395900
"Census Tract 8019.02, Cook County, Illinois!!Estimate",2017,782300
"Census Tract 8020.02, Cook County, Illinois!!Estimate",2017,479700
"Census Tract 8020.03, Cook County, Illinois!!Estimate",2017,419200
"Census Tract 8020.04, Cook County, Illinois!!Estimate",2017,154200
"Census Tract 8021, Cook County, Illinois!!Estimate",2017,578600
"Census Tract 8022, Cook County, Illinois!!Estimate",2017,533000
"Census Tract 8023, Cook County, Illinois!!Estimate",2017,805000
"Census Tract 8024.02, Cook County, Illinois!!Estimate",2017,262500
"Census Tract 8024.03, Cook County, Illinois!!Estimate",2017,170000
"Census Tract 8024.04, Cook County, Illinois!!Estimate",2017,109200
"Census Tract 8025.03, Cook County, Illinois!!Estimate",2017,175700
"Census Tract 8025.04, Cook County, Illinois!!Estimate",2017,196000
"Census Tract 8025.05, Cook County, Illinois!!Estimate",2017,171600
"Census Tract 8025.06, Cook County, Illinois!!Estimate",2017,203100
"Census Tract 8026.05, Cook County, Illinois!!Estimate",2017,303300
"Census Tract 8026.07, Cook County, Illinois!!Estimate",2017,384200
"Census Tract 8026.08, Cook County, Illinois!!Estimate",2017,221200
"Census Tract 8026.09, Cook County, Illinois!!Estimate",2017,98400
"Census Tract 8026.10, Cook County, Illinois!!Estimate",2017,310000
"Census Tract 8027.01, Cook County, Illinois!!Estimate",2017,341100
"Census Tract 8027.02, Cook County, Illinois!!Estimate",2017,336100
"Census Tract 8028.01, Cook County, Illinois!!Estimate",2017,333500
"Census Tract 8028.02, Cook County, Illinois!!Estimate",2017,271100
"Census Tract 8029, Cook County, Illinois!!Estimate",2017,428700
"Census Tract 8030.05, Cook County, Illinois!!Estimate",2017,320200
"Census Tract 8030.07, Cook County, Illinois!!Estimate",2017,317100
"Census Tract 8030.08, Cook County, Illinois!!Estimate",2017,415900
"Census Tract 8030.10, Cook County, Illinois!!Estimate",2017,280700
"Census Tract 8030.12, Cook County, Illinois!!Estimate",2017,289000
